,USPS,ST,NAME,ZCTA5,LAT,LON
03359014,Niedersachsen,NI,Düdenbüttel,21709,53.591355,9.347573
03359015,Niedersachsen,NI,Engelschoff,21710,53.661807,9.323504
03359016,Niedersachsen,NI,Estorf,21727,53.576153,9.203619
03359019,Niedersachsen,NI,Großenwörden,21712,53.679436,9.258854
03359022,Niedersachsen,NI,Hammah,21714,53.618178,9.365901
03359024,Niedersachsen,NI,Heinbockel,21726,53.574148,9.326721
03359025,Niedersachsen,NI,Himmelpforten,21709,53.614176,9.30532
03359029,Niedersachsen,NI,Kranenburg,21726,53.605166,9.207459
03359036,Niedersachsen,NI,Oldendorf,21726,53.590561,9.25183
03360004,Niedersachsen,NI,Bienenbüttel,29553,53.141716,10.491733
03360025,Niedersachsen,NI,Uelzen,29525,52.96495,10.560601
03360015,Niedersachsen,NI,Oetzen,29588,53.021961,10.674941
03360016,Niedersachsen,NI,Rätzlingen,29590,52.975896,10.675921
03360018,Niedersachsen,NI,Rosche,29571,52.986676,10.751954
03360022,Niedersachsen,NI,Stoetze,29597,53.067789,10.781488
03360024,Niedersachsen,NI,Suhlendorf,29562,52.925822,10.768375
03360007,Niedersachsen,NI,Eimke,29578,52.966872,10.313542
03360009,Niedersachsen,NI,Gerdau,29581,52.967698,10.419084
03360023,Niedersachsen,NI,Suderburg,29556,52.895002,10.452948
03360001,Niedersachsen,NI,Altenmedingen,29575,53.131093,10.602557
03360002,Niedersachsen,NI,Bad Bevensen,29549,53.080198,10.575419
03360003,Niedersachsen,NI,Barum,29576,53.052039,10.516724
03360006,Niedersachsen,NI,"Ebstorf,Klosterflecken",29574,53.028888,10.412859
03360008,Niedersachsen,NI,Emmendorf,29579,53.023893,10.567913
03360010,Niedersachsen,NI,Hanstedt,29582,53.046471,10.375843
03360011,Niedersachsen,NI,Himbergen,29584,53.093107,10.727876
03360012,Niedersachsen,NI,Jelmstorf,29585,53.100994,10.522747
03360014,Niedersachsen,NI,Natendorf,29587,53.079751,10.470696
03360017,Niedersachsen,NI,Römstedt,29591,53.095509,10.650651
03360019,Niedersachsen,NI,Schwienau,29593,53.005291,10.445514
03360026,Niedersachsen,NI,Weste,29599,53.059515,10.706469
03360029,Niedersachsen,NI,Wriedel,29565,53.031918,10.299221
03360005,Niedersachsen,NI,Bad Bodenteich,29389,52.834094,10.678449
03360013,Niedersachsen,NI,Lüder,29394,52.808703,10.666284
03360020,Niedersachsen,NI,Soltendieck,29594,52.874845,10.75935
03360030,Niedersachsen,NI,Wrestedt,29559,52.901997,10.572386
03361001,Niedersachsen,NI,Achim,28832,53.01301,9.033031
03361003,Niedersachsen,NI,Dörverden,27313,52.847043,9.227519
03361005,Niedersachsen,NI,Kirchlinteln,27308,52.939262,9.314682
03361006,Niedersachsen,NI,Langwedel,27299,52.976883,9.184629
03361008,Niedersachsen,NI,Ottersberg,28870,53.108272,9.142734
03361009,Niedersachsen,NI,Oyten,28876,53.059584,9.018071
03361012,Niedersachsen,NI,Verden (Aller),27283,52.923403,9.231105
03361002,Niedersachsen,NI,Blender,27337,52.926727,9.133699
03361004,Niedersachsen,NI,Emtinghausen,27321,52.931761,8.966038
03361010,Niedersachsen,NI,Riede,27339,52.96732,8.940919
03361013,Niedersachsen,NI,Thedinghausen,27321,52.961967,9.02069
03401000,Niedersachsen,NI,Delmenhorst,27749,53.049883,8.630108
03402000,Niedersachsen,NI,Emden,26721,53.370558,7.205946
03403000,Niedersachsen,NI,Oldenburg (Oldenburg),26105,53.140025,8.212993
03404000,Niedersachsen,NI,Osnabrück,49074,52.27692,8.04205
03405000,Niedersachsen,NI,Wilhelmshaven,26382,53.520302,8.111156
03451001,Niedersachsen,NI,Apen,26689,53.218179,7.80595
03451002,Niedersachsen,NI,Bad Zwischenahn,26160,53.180788,8.008329
03451004,Niedersachsen,NI,Edewecht,26188,53.124849,7.981293
03451005,Niedersachsen,NI,Rastede,26180,53.247323,8.198294
03451007,Niedersachsen,NI,Westerstede,26655,53.25741,7.923336
03451008,Niedersachsen,NI,Wiefelstede,26215,53.255296,8.116738
03452001,Niedersachsen,NI,Aurich,26603,53.469895,7.482377
03452002,Niedersachsen,NI,Baltrum,26579,53.727447,7.369884
03452006,Niedersachsen,NI,Großefehn,26629,53.401328,7.603827
03452007,Niedersachsen,NI,Großheide,26532,53.592272,7.343594
03452011,Niedersachsen,NI,Hinte,26759,53.415474,7.193843
03452012,Niedersachsen,NI,Ihlow,26632,53.406936,7.43444
03452013,Niedersachsen,NI,Juist,26571,53.678347,6.995328
03452014,Niedersachsen,NI,Krummhörn,26736,53.434097,7.097865
03452019,Niedersachsen,NI,Norden,26506,53.59498,7.202462
03452020,Niedersachsen,NI,Norderney,26548,53.707276,7.145431
03452023,Niedersachsen,NI,Südbrookmerland,26624,53.490698,7.357547
03452025,Niedersachsen,NI,Wiesmoor,26639,53.413194,7.733282
03452027,Niedersachsen,NI,Dornum,26553,53.647599,7.428549
03452015,Niedersachsen,NI,Leezdorf,26529,53.548045,7.295301
03452017,Niedersachsen,NI,Marienhafe,26529,53.523065,7.273447
03452021,Niedersachsen,NI,Osteel,26529,53.541127,7.252939
03452022,Niedersachsen,NI,Rechtsupweg,26529,53.528817,7.326952
03452024,Niedersachsen,NI,Upgant-Schott,26529,53.511863,7.268523
03452026,Niedersachsen,NI,Wirdum,26529,53.479095,7.206717
03452003,Niedersachsen,NI,Berumbur,26524,53.599722,7.308371
03452008,Niedersachsen,NI,Hage,26524,53.602759,7.284319
03452009,Niedersachsen,NI,Hagermarsch,26524,53.643639,7.294128
03452010,Niedersachsen,NI,Halbemond,26524,53.56786,7.290133
03452016,Niedersachsen,NI,Lütetsburg,26524,53.600545,7.246801
03453001,Niedersachsen,NI,Barßel,26676,53.168704,7.745157
03453002,Niedersachsen,NI,Bösel,26219,53.00595,7.954296
03453003,Niedersachsen,NI,Cappeln (Oldenburg),49692,52.81131,8.113999
03453004,Niedersachsen,NI,Cloppenburg,49661,52.848368,8.042518
03453005,Niedersachsen,NI,Emstek,49685,52.834011,8.155308
03453006,Niedersachsen,NI,Essen (Oldenburg),49632,52.719834,7.939404
03453007,Niedersachsen,NI,Friesoythe,26169,53.020613,7.859448
03453008,Niedersachsen,NI,Garrel,49681,52.955028,8.023923
03453009,Niedersachsen,NI,Lastrup,49688,52.79503,7.864551
03453010,Niedersachsen,NI,Lindern (Oldenburg),49699,52.844711,7.779913
03453011,Niedersachsen,NI,Löningen,49624,52.735274,7.757443
03453012,Niedersachsen,NI,Molbergen,49696,52.858718,7.922121
03453013,Niedersachsen,NI,Saterland,26683,53.102801,7.678787
03454010,Niedersachsen,NI,Emsbüren,48488,52.392739,7.292613
03454014,Niedersachsen,NI,Geeste,49744,52.600995,7.266686
03454018,Niedersachsen,NI,Haren (Ems),49733,52.790479,7.241754
03454019,Niedersachsen,NI,Haselünne,49740,52.67361,7.486718
03454032,Niedersachsen,NI,Lingen (Ems),49808,52.522295,7.316682
03454035,Niedersachsen,NI,Meppen,49716,52.690751,7.291674
03454041,Niedersachsen,NI,Papenburg,26871,53.078104,7.393067
03454044,Niedersachsen,NI,Rhede (Ems),26899,53.059435,7.272848
03454045,Niedersachsen,NI,Salzbergen,48499,52.323115,7.347538
03454054,Niedersachsen,NI,Twist,49767,52.635164,7.060796
03454007,Niedersachsen,NI,Dersum,26906,52.959793,7.276146
03454008,Niedersachsen,NI,Dörpen,26892,52.965517,7.32235
03454020,Niedersachsen,NI,Heede,26892,52.993267,7.298923
03454025,Niedersachsen,NI,Kluse,26892,52.933469,7.342247
03454030,Niedersachsen,NI,Lehe,26892,53.002707,7.34349
03454037,Niedersachsen,NI,Neubörger,26909,52.955288,7.449731
03454038,Niedersachsen,NI,Neulehe,26909,53.008308,7.414249
03454056,Niedersachsen,NI,Walchum,26907,52.930598,7.282138
03454060,Niedersachsen,NI,Wippingen,26892,52.924918,7.406911
03454001,Niedersachsen,NI,Andervenne,49832,52.508973,7.570871
03454003,Niedersachsen,NI,Beesten,49832,52.43596,7.497701
03454012,Niedersachsen,NI,Freren,49832,52.486741,7.543898
03454036,Niedersachsen,NI,Messingen,49832,52.466511,7.460185
03454053,Niedersachsen,NI,Thuine,49832,52.498887,7.489624
03454009,Niedersachsen,NI,Dohren,49770,52.64514,7.584082
03454021,Niedersachsen,NI,Herzlake,49770,52.684854,7.606648
03454026,Niedersachsen,NI,Lähden,49774,52.744149,7.567496
03454013,Niedersachsen,NI,Fresenburg,49762,52.883333,7.298413
03454029,Niedersachsen,NI,Lathen,49762,52.862362,7.314254
03454039,Niedersachsen,NI,Niederlangen,49779,52.856972,7.284729
03454040,Niedersachsen,NI,Oberlangen,49779,52.849165,7.275066
03454043,Niedersachsen,NI,Renkenberge,49762,52.90842,7.377889
03454052,Niedersachsen,NI,Sustrum,49762,52.911212,7.28378
03454002,Niedersachsen,NI,Bawinkel,49844,52.600378,7.411492
03454015,Niedersachsen,NI,Gersten,49838,52.571887,7.495371
03454017,Niedersachsen,NI,Handrup,49838,52.565882,7.570664
03454028,Niedersachsen,NI,Langen,49838,52.541236,7.468918
03454031,Niedersachsen,NI,Lengerich,49838,52.553577,7.532282
03454059,Niedersachsen,NI,Wettrup,49838,52.589256,7.59702
03454004,Niedersachsen,NI,Bockhorst,26897,53.035299,7.573971
03454006,Niedersachsen,NI,Breddenberg,26897,52.953742,7.607868
03454011,Niedersachsen,NI,Esterwegen,26897,52.993068,7.633031
03454022,Niedersachsen,NI,Hilkenbrook,26897,52.984367,7.70807
03454051,Niedersachsen,NI,Surwold,26903,53.009275,7.491006
03454005,Niedersachsen,NI,Börger,26904,52.912037,7.533851
03454016,Niedersachsen,NI,Groß Berßen,49777,52.775071,7.494905
03454023,Niedersachsen,NI,Hüven,49751,52.785938,7.551923
03454024,Niedersachsen,NI,Klein Berßen,49777,52.768675,7.463796
03454047,Niedersachsen,NI,Sögel,49751,52.840845,7.523528
03454048,Niedersachsen,NI,Spahnharrenstätte,49751,52.869924,7.601923
03454050,Niedersachsen,NI,Stavern,49777,52.796854,7.433338
03454058,Niedersachsen,NI,Werpeloh,49751,52.875508,7.507496
03454034,Niedersachsen,NI,Lünne,48480,52.43095,7.423778
03454046,Niedersachsen,NI,Schapen,48480,52.401912,7.558824
03454049,Niedersachsen,NI,Spelle,48480,52.367401,7.469059
03454027,Niedersachsen,NI,Lahn,49757,52.81632,7.616105
03454033,Niedersachsen,NI,Lorup,26901,52.924387,7.644995
03454042,Niedersachsen,NI,Rastdorf,26901,52.912598,7.709197
03454055,Niedersachsen,NI,Vrees,49757,52.887605,7.774552
03454057,Niedersachsen,NI,Werlte,49757,52.851059,7.678432
03455007,Niedersachsen,NI,Jever,26441,53.575606,7.900312
03455014,Niedersachsen,NI,Sande,26452,53.49975,8.01612
03455015,Niedersachsen,NI,Schortens,26419,53.540474,7.948406
03455020,Niedersachsen,NI,Wangerland,26434,53.662516,7.915526
03455021,Niedersachsen,NI,"Wangerooge, Nordseebad",26486,53.791535,7.899863
03455025,Niedersachsen,NI,Bockhorn,26345,53.393237,8.013199
03455026,Niedersachsen,NI,Varel,26316,53.394916,8.135174
03455027,Niedersachsen,NI,Zetel,26340,53.418096,7.973923
03456001,Niedersachsen,NI,Bad Bentheim,48455,52.302515,7.159614
03456015,Niedersachsen,NI,Nordhorn,48529,52.435804,7.071263
03456025,Niedersachsen,NI,Wietmarschen,49835,52.51958,7.132326
03456002,Niedersachsen,NI,Emlichheim,49824,52.606837,6.853449
03456009,Niedersachsen,NI,Hoogstede,49846,52.581113,6.94796
03456012,Niedersachsen,NI,Laar,49824,52.61344,6.740122
03456019,Niedersachsen,NI,Ringe,49824,52.595589,6.921272
03456004,Niedersachsen,NI,Esche,49828,52.541454,6.959226
03456005,Niedersachsen,NI,Georgsdorf,49828,52.5707,7.070904
03456013,Niedersachsen,NI,Lage,49828,52.468027,6.961467
03456014,Niedersachsen,NI,Neuenhaus,49828,52.498188,6.966389
03456017,Niedersachsen,NI,Osterwald,49828,52.548426,7.056631
03456003,Niedersachsen,NI,Engden,48465,52.391482,7.175182
03456010,Niedersachsen,NI,Isterberg,48465,52.360206,7.175623
03456016,Niedersachsen,NI,Ohne,48465,52.272738,7.283482
03456018,Niedersachsen,NI,Quendorf,48465,52.33849,7.208063
03456020,Niedersachsen,NI,Samern,48465,52.299715,7.255962
03456027,Niedersachsen,NI,Schüttorf,48465,52.322484,7.225202
03456006,Niedersachsen,NI,Getelo,49843,52.469548,6.841933
03456007,Niedersachsen,NI,Gölenkamp,49843,52.510203,6.91598
03456008,Niedersachsen,NI,Halle,49843,52.453233,6.91795
03456011,Niedersachsen,NI,Itterbeck,49847,52.505277,6.801312
03456023,Niedersachsen,NI,Uelsen,49843,52.49633,6.885313
03456024,Niedersachsen,NI,Wielen,49847,52.546959,6.733946
03456026,Niedersachsen,NI,Wilsum,49849,52.535789,6.855597
03457002,Niedersachsen,NI,Borkum,26757,53.588001,6.664597
03457012,Niedersachsen,NI,Jemgum,26844,53.265053,7.382705
03457013,Niedersachsen,NI,Leer (Ostfriesland),26789,53.22947,7.451416
03457014,Niedersachsen,NI,Moormerland,26802,53.314314,7.485564
03457017,Niedersachsen,NI,Ostrhauderfehn,26842,53.13993,7.619279
03457018,Niedersachsen,NI,Rhauderfehn,26817,53.137052,7.574449
03457020,Niedersachsen,NI,Uplengen,26670,53.305137,7.750133
03457021,Niedersachsen,NI,Weener,26826,53.165511,7.349834
03457022,Niedersachsen,NI,Westoverledingen,26810,53.166927,7.454007
03457024,Niedersachsen,NI,Bunde,26831,53.184408,7.269253
03457003,Niedersachsen,NI,Brinkum,26835,53.267565,7.558982
03457009,Niedersachsen,NI,Firrel,26835,53.33058,7.662352
03457010,Niedersachsen,NI,Hesel,26835,53.305406,7.59365
03457011,Niedersachsen,NI,Holtland,26835,53.277841,7.578676
03457015,Niedersachsen,NI,Neukamperfehn,26835,53.33779,7.557533
03457019,Niedersachsen,NI,Schwerinsdorf,26835,53.310114,7.659246
03457006,Niedersachsen,NI,Detern,26847,53.210299,7.674185
03457008,Niedersachsen,NI,Filsum,26849,53.244994,7.625571
03457016,Niedersachsen,NI,Nortmoor,26845,53.247364,7.562055
03458003,Niedersachsen,NI,Dötlingen,27801,52.93637,8.381562
03458005,Niedersachsen,NI,Ganderkesee,27777,53.034068,8.547501
03458007,Niedersachsen,NI,Großenkneten,26197,52.944822,8.256473
03458009,Niedersachsen,NI,Hatten,26209,53.018388,8.349977
03458010,Niedersachsen,NI,Hude (Oldb),27798,53.112607,8.457772
03458013,Niedersachsen,NI,Wardenburg,26203,53.059731,8.19767
03458014,Niedersachsen,NI,Wildeshausen,27793,52.894686,8.431942
03458001,Niedersachsen,NI,Beckeln,27243,52.861461,8.582048
03458002,Niedersachsen,NI,Colnrade,27243,52.822051,8.475271
03458004,Niedersachsen,NI,Dünsen,27243,52.924212,8.637791
03458006,Niedersachsen,NI,Groß Ippener,27243,52.959055,8.618161
03458008,Niedersachsen,NI,Harpstedt,27243,52.909164,8.586698
03458011,Niedersachsen,NI,Kirchseelte,27243,52.947891,8.677608
03458012,Niedersachsen,NI,Prinzhöfte,27243,52.949921,8.563587
03458015,Niedersachsen,NI,Winkelsett,27243,52.872468,8.528063
03459003,Niedersachsen,NI,Bad Essen,49152,52.319617,8.343951
03459004,Niedersachsen,NI,Bad Iburg,49186,52.156471,8.045253
03459005,Niedersachsen,NI,Bad Laer,49196,52.100739,8.08725
03459006,Niedersachsen,NI,Bad Rothenfelde,49214,52.108934,8.160784
03459008,Niedersachsen,NI,Belm,49191,52.302111,8.140643
03459012,Niedersachsen,NI,Bissendorf,49143,52.235466,8.16853
03459013,Niedersachsen,NI,Bohmte,49163,52.367543,8.313498
03459014,Niedersachsen,NI,Bramsche,49565,52.406729,7.97915
03459015,Niedersachsen,NI,Dissen am Teutoburger Wald,49201,52.114735,8.201339
03459019,Niedersachsen,NI,Georgsmarienhütte,49124,52.206154,8.03415
03459020,Niedersachsen,NI,Hagen am Teutoburger Wald,49170,52.197155,7.978062
03459021,Niedersachsen,NI,Hasbergen,49205,52.243059,7.955852
03459022,Niedersachsen,NI,Hilter am Teutoburger Wald,49176,52.13943,8.146029
03459024,Niedersachsen,NI,Melle,49324,52.201721,8.335672
03459029,Niedersachsen,NI,Ostercappeln,49179,52.345657,8.226132
03459033,Niedersachsen,NI,Wallenhorst,49134,52.350532,8.015405
03459034,Niedersachsen,NI,Glandorf,49219,52.082219,8.001805
03459007,Niedersachsen,NI,Badbergen,49635,52.633175,7.981071
03459025,Niedersachsen,NI,Menslage,49637,52.674882,7.818913
03459028,Niedersachsen,NI,Nortrup,49638,52.614148,7.85948
03459030,Niedersachsen,NI,Quakenbrück,49610,52.675863,7.956372
03459001,Niedersachsen,NI,Alfhausen,49594,52.503379,7.953473
03459002,Niedersachsen,NI,Ankum,49577,52.541026,7.871286
03459010,Niedersachsen,NI,Bersenbrück,49593,52.555167,7.947724
03459016,Niedersachsen,NI,Eggermühlen,49577,52.568715,7.815537
03459018,Niedersachsen,NI,Gehrde,49596,52.577704,8.007409
03459023,Niedersachsen,NI,Kettenkamp,49577,52.586115,7.829719
03459031,Niedersachsen,NI,Rieste,49597,52.484176,8.011941
03459009,Niedersachsen,NI,Berge,49626,52.621017,7.747579
03459011,Niedersachsen,NI,Bippen,49626,52.582613,7.740175
03459017,Niedersachsen,NI,Fürstenau,49584,52.516666,7.674799
03459026,Niedersachsen,NI,Merzen,49586,52.47706,7.830143
03459027,Niedersachsen,NI,Neuenkirchen,49586,52.41908,7.83787
03459032,Niedersachsen,NI,Voltlage,49599,52.430409,7.744771
03460001,Niedersachsen,NI,Bakum,49456,52.742467,8.19402
03460002,Niedersachsen,NI,Damme,49401,52.521308,8.196486
03460003,Niedersachsen,NI,Dinklage,49413,52.661041,8.123768
03460004,Niedersachsen,NI,Goldenstedt,49424,52.787669,8.430766
03460005,Niedersachsen,NI,Holdorf,49451,52.588255,8.123229
03460006,Niedersachsen,NI,Lohne (Oldenburg),49393,52.66558,8.238487
03460007,Niedersachsen,NI,Neuenkirchen-Vörden,49434,52.509539,8.068681
03460008,Niedersachsen,NI,Steinfeld (Oldenburg),49439,52.586924,8.217045
03460009,Niedersachsen,NI,Vechta,49377,52.727529,8.284838
03460010,Niedersachsen,NI,Visbek,49429,52.836739,8.312532
03461001,Niedersachsen,NI,Berne,27804,53.184901,8.477527
03461002,Niedersachsen,NI,Brake (Unterweser),26919,53.326342,8.478138
03461003,Niedersachsen,NI,Butjadingen,26969,53.574556,8.362601
03461004,Niedersachsen,NI,Elsfleth,26931,53.237137,8.457116
03461005,Niedersachsen,NI,Jade,26349,53.330894,8.18808
03461006,Niedersachsen,NI,Lemwerder,27809,53.163624,8.617108
03461007,Niedersachsen,NI,Nordenham,26954,53.484863,8.484084
03461008,Niedersachsen,NI,Ovelgönne,26939,53.342233,8.422554
03461009,Niedersachsen,NI,Stadland,26935,53.401876,8.453082
03462005,Niedersachsen,NI,Friedeburg,26446,53.45565,7.837696
03462007,Niedersachsen,NI,Langeoog,26465,53.747016,7.479321
03462014,Niedersachsen,NI,Spiekeroog,26474,53.770745,7.696086
03462019,Niedersachsen,NI,Wittmund,26409,53.575515,7.780018
03462002,Niedersachsen,NI,Dunum,26427,53.597359,7.643871
03462003,Niedersachsen,NI,Esens,26427,53.642701,7.612336
03462006,Niedersachsen,NI,Holtgast,26427,53.632162,7.580929
03462008,Niedersachsen,NI,Moorweg,26427,53.592246,7.585892
03462010,Niedersachsen,NI,Neuharlingersiel,26427,53.69927,7.704394
03462015,Niedersachsen,NI,Stedesdorf,26427,53.625067,7.663569
03462017,Niedersachsen,NI,Werdum,26427,53.65867,7.715879
03462001,Niedersachsen,NI,Blomberg,26487,53.575775,7.558372
03462004,Niedersachsen,NI,Eversmeer,26556,53.561363,7.428893
03462009,Niedersachsen,NI,Nenndorf,26556,53.590137,7.434157
03462011,Niedersachsen,NI,Neuschoo,26487,53.577457,7.512686
03462012,Niedersachsen,NI,Ochtersum,26489,53.605178,7.525015
03462013,Niedersachsen,NI,Schweindorf,26556,53.600919,7.474601
03462016,Niedersachsen,NI,Utarp,26556,53.611076,7.483348
03462018,Niedersachsen,NI,Westerholt,26556,53.590175,7.457856
04011000,Bremen,HB,Bremen,28195,53.075606,8.809338
04012000,Bremen,HB,Bremerhaven,27576,53.543032,8.578068
05111000,Nordrhein-Westfalen,NW,Düsseldorf,40213,51.22422,6.780068
05112000,Nordrhein-Westfalen,NW,Duisburg,47051,51.433259,6.765477
05113000,Nordrhein-Westfalen,NW,Essen,45127,51.455843,7.012583
05114000,Nordrhein-Westfalen,NW,Krefeld,47798,51.332637,6.56089
05116000,Nordrhein-Westfalen,NW,Mönchengladbach,41061,51.194473,6.43161
05117000,Nordrhein-Westfalen,NW,Mülheim an der Ruhr,45468,51.428107,6.88505
05119000,Nordrhein-Westfalen,NW,Oberhausen,46045,51.470317,6.852291
05120000,Nordrhein-Westfalen,NW,Remscheid,42853,51.179878,7.194356
05122000,Nordrhein-Westfalen,NW,Solingen,42651,51.171718,7.085665
05124000,Nordrhein-Westfalen,NW,Wuppertal,42275,51.271288,7.195874
05154004,Nordrhein-Westfalen,NW,Bedburg-Hau,47551,51.76241,6.184726
05154008,Nordrhein-Westfalen,NW,Emmerich am Rhein,46446,51.831485,6.242771
05154012,Nordrhein-Westfalen,NW,Geldern,47608,51.517533,6.323569
05154016,Nordrhein-Westfalen,NW,Goch,47574,51.674645,6.158868
05154020,Nordrhein-Westfalen,NW,Issum,47661,51.534877,6.425912
05154024,Nordrhein-Westfalen,NW,Kalkar,47546,51.737225,6.287776
05154028,Nordrhein-Westfalen,NW,Kerken,47647,51.45652,6.374152
05154032,Nordrhein-Westfalen,NW,Kevelaer,47623,51.58178,6.24718
05154036,Nordrhein-Westfalen,NW,Kleve,47533,51.787781,6.138858
05154040,Nordrhein-Westfalen,NW,Kranenburg,47559,51.789765,6.007969
05154044,Nordrhein-Westfalen,NW,Rees,46459,51.759506,6.39621
05154048,Nordrhein-Westfalen,NW,Rheurdt,47509,51.466922,6.469857
05154052,Nordrhein-Westfalen,NW,Straelen,47638,51.444776,6.266608
05154056,Nordrhein-Westfalen,NW,Uedem,47589,51.667761,6.272327
05154060,Nordrhein-Westfalen,NW,Wachtendonk,47669,51.408082,6.343102
05154064,Nordrhein-Westfalen,NW,Weeze,47652,51.626753,6.198205
05158004,Nordrhein-Westfalen,NW,Erkrath,40699,51.218566,6.913114
05158008,Nordrhein-Westfalen,NW,Haan,42781,51.192305,7.010639
05158012,Nordrhein-Westfalen,NW,Heiligenhaus,42579,51.326038,6.966531
05158016,Nordrhein-Westfalen,NW,Hilden,40721,51.168245,6.933705
05158020,Nordrhein-Westfalen,NW,Langenfeld (Rheinland),40764,51.107416,6.948927
05158024,Nordrhein-Westfalen,NW,Mettmann,40822,51.251915,6.978743
05158026,Nordrhein-Westfalen,NW,Monheim am Rhein,40789,51.091702,6.884614
05158028,Nordrhein-Westfalen,NW,Ratingen,40878,51.297037,6.849646
05158032,Nordrhein-Westfalen,NW,Velbert,42551,51.340048,7.041629
05158036,Nordrhein-Westfalen,NW,Wülfrath,42489,51.280989,7.033183
05162004,Nordrhein-Westfalen,NW,Dormagen,41539,51.093432,6.841963
05162008,Nordrhein-Westfalen,NW,Grevenbroich,41515,51.091192,6.583331
05162012,Nordrhein-Westfalen,NW,Jüchen,41363,51.100795,6.503837
05162016,Nordrhein-Westfalen,NW,Kaarst,41564,51.231804,6.614471
05162020,Nordrhein-Westfalen,NW,Korschenbroich,41352,51.190965,6.515709
05162022,Nordrhein-Westfalen,NW,Meerbusch,40667,51.261027,6.677859
05162024,Nordrhein-Westfalen,NW,Neuss,41460,51.198873,6.691409
05162028,Nordrhein-Westfalen,NW,Rommerskirchen,41569,51.034328,6.688992
05166004,Nordrhein-Westfalen,NW,Brüggen,41379,51.242067,6.185264
05166008,Nordrhein-Westfalen,NW,"Grefrath, Sport- und Freizeitgemeinde",47929,51.336498,6.342117
05166012,Nordrhein-Westfalen,NW,Kempen,47906,51.364493,6.418755
05166016,Nordrhein-Westfalen,NW,Nettetal,41334,51.30812,6.275553
05166020,Nordrhein-Westfalen,NW,Niederkrüchten,41372,51.19862,6.219216
05166024,Nordrhein-Westfalen,NW,Schwalmtal,41366,51.214603,6.273039
05166028,Nordrhein-Westfalen,NW,Tönisvorst,47918,51.320838,6.492628
05166032,Nordrhein-Westfalen,NW,Viersen,41747,51.256856,6.389226
05166036,Nordrhein-Westfalen,NW,Willich,47877,51.262542,6.550043
05170004,Nordrhein-Westfalen,NW,Alpen,46519,51.575134,6.511241
05170008,Nordrhein-Westfalen,NW,Dinslaken,46535,51.562266,6.734967
05170012,Nordrhein-Westfalen,NW,Hamminkeln,46499,51.730832,6.589158
05170016,Nordrhein-Westfalen,NW,Hünxe,46569,51.642308,6.766381
05170020,Nordrhein-Westfalen,NW,Kamp-Lintfort,47475,51.500257,6.55139
05170024,Nordrhein-Westfalen,NW,Moers,47441,51.453559,6.628027
05170028,Nordrhein-Westfalen,NW,Neukirchen-Vluyn,47506,51.447044,6.573385
05170032,Nordrhein-Westfalen,NW,Rheinberg,47495,51.545023,6.602755
05170036,Nordrhein-Westfalen,NW,Schermbeck,46514,51.694332,6.873731
05170040,Nordrhein-Westfalen,NW,Sonsbeck,47665,51.607521,6.376478
05170044,Nordrhein-Westfalen,NW,Voerde (Niederrhein),46562,51.595566,6.684946
05170048,Nordrhein-Westfalen,NW,Wesel,46483,51.65733,6.617306
05170052,Nordrhein-Westfalen,NW,Xanten,46509,51.662258,6.453197
05314000,Nordrhein-Westfalen,NW,Bonn,53111,50.734245,7.099187
05315000,Nordrhein-Westfalen,NW,Köln,50667,50.938107,6.957068
05316000,Nordrhein-Westfalen,NW,Leverkusen,51373,51.03245,6.979767
05334002,Nordrhein-Westfalen,NW,Aachen,52062,50.773516,6.0848
05334004,Nordrhein-Westfalen,NW,Alsdorf,52477,50.874052,6.161607
05334008,Nordrhein-Westfalen,NW,Baesweiler,52499,50.906664,6.181166
05334012,Nordrhein-Westfalen,NW,Eschweiler,52249,50.817431,6.266781
05334016,Nordrhein-Westfalen,NW,Herzogenrath,52134,50.865711,6.089184
05334020,Nordrhein-Westfalen,NW,Monschau,52156,50.555279,6.239288
05334024,Nordrhein-Westfalen,NW,"Roetgen, Tor zur Eifel",52159,50.648577,6.196427
05334028,Nordrhein-Westfalen,NW,Simmerath,52152,50.606333,6.30057
05334032,Nordrhein-Westfalen,NW,Stolberg (Rhld.),52222,50.771724,6.227418
05334036,Nordrhein-Westfalen,NW,Würselen,52146,50.821466,6.13022
05358004,Nordrhein-Westfalen,NW,Aldenhoven,52457,50.895696,6.281953
05358008,Nordrhein-Westfalen,NW,Düren,52349,50.801678,6.482964
05358012,Nordrhein-Westfalen,NW,Heimbach,52396,50.633398,6.480769
05358016,Nordrhein-Westfalen,NW,Hürtgenwald,52393,50.723394,6.392832
05358020,Nordrhein-Westfalen,NW,Inden,52459,50.846506,6.358038
05358024,Nordrhein-Westfalen,NW,Jülich,52428,50.922697,6.357721
05358028,Nordrhein-Westfalen,NW,Kreuzau,52372,50.74596,6.489241
05358032,Nordrhein-Westfalen,NW,Langerwehe,52379,50.818168,6.360112
05358036,Nordrhein-Westfalen,NW,Linnich,52441,50.978896,6.267275
05358040,Nordrhein-Westfalen,NW,Merzenich,52399,50.828594,6.524672
05358044,Nordrhein-Westfalen,NW,Nideggen,52385,50.69097,6.485187
05358048,Nordrhein-Westfalen,NW,Niederzier,52382,50.886425,6.462259
05358052,Nordrhein-Westfalen,NW,Nörvenich,52388,50.807107,6.644576
05358056,Nordrhein-Westfalen,NW,Titz,52445,51.007289,6.428861
